
PortDescription, PortGroup, Alias, ProtectPort, PS, InPortPower, CircuitID, Connection Name 
1.8.5,,,,NPR,-90.00,="",
1.8.6,,,,NPR,-90.00,="",
1.8.7,,,,NPR,-90.00,="",
1.8.8,,,,NPR,-90.00,="",
2.1.1,,,,NPR,-90.00,="",
2.1.2,,,,NPR,-90.00,="",
2.1.3,,,,NPR,-90.00,="",
2.1.4,,,,NPR,-90.00,="",
2.1.5,,,,NPR,-90.00,="",
2.1.6,,,,NPR,-90.00,="",
2.1.7,,,,NPR,-90.00,="",
2.1.8,,,,NPR,-90.00,="",
2.2.1,,,,NPR,-90.00,="",
2.2.2,,,,NPR,-90.00,="",
2.2.3,,,,NPR,-90.00,="",
2.2.4,,,,NPR,-90.00,="",
2.2.5,,,,NPR,-90.00,="",
2.2.6,,,,NPR,-90.00,="",
2.2.7,,,,NPR,-90.00,="",
2.2.8,,,,NPR,-90.00,="",
2.3.1,,,,NPR,-90.00,="",
2.3.2,,,,NPR,-90.00,="",
2.3.3,,,,NPR,-90.00,="",
2.3.4,,,,NPR,-90.00,="",
2.3.5,,,,NPR,-90.00,="",
2.3.6,,,,NPR,-90.00,="",
2.3.7,,,,NPR,-90.00,="",
2.3.8,,,,NPR,-90.00,="",
2.4.1,,,,NPR,-90.00,="",
2.4.2,,,,NPR,-90.00,="",
2.4.3,,,,NPR,-90.00,="",
2.4.4,,,,NPR,-90.00,="",
2.4.5,,,,NPR,-90.00,="",
2.4.6,,,,NPR,-90.00,="",
2.4.7,,,,NPR,-90.00,="",
2.4.8,,,,NPR,-90.00,="",
2.5.1,,,,NPR,-90.00,="",
2.5.2,,,,NPR,-90.00,="",
2.5.3,,,,NPR,-90.00,="",
2.5.4,,,,NPR,-90.00,="",
2.5.5,,,,NPR,-90.00,="",
2.5.6,,,,NPR,-90.00,="",
2.5.7,,,,NPR,-90.00,="",
2.5.8,,,,NPR,-90.00,="",
2.6.1,,,,NPR,-90.00,="",
2.6.2,,,,NPR,-90.00,="",
2.6.3,,,,NPR,-90.00,="",
2.6.4,,,,NPR,-90.00,="",
2.6.5,,,,NPR,-90.00,="",
2.6.6,,,,NPR,-90.00,="",
2.6.7,,,,NPR,-90.00,="",
2.6.8,,,,NPR,-90.00,="",
2.7.1,,,,NPR,-90.00,="",
2.7.2,,,,NPR,-90.00,="",
2.7.3,,,,NPR,-90.00,="",
2.7.4,,,,NPR,-90.00,="",
2.7.5,,,,NPR,-90.00,="",
2.7.6,,,,NPR,-90.00,="",
2.7.7,,,,NPR,-90.00,="",
2.7.8,,,,NPR,-90.00,="",
2.8.1,,,,NPR,-90.00,="",
2.8.2,,,,NPR,-90.00,="",
2.8.3,,,,NPR,-90.00,="",
2.8.4,,,,NPR,-90.00,="",
2.8.5,,,,NPR,-90.00,="",
2.8.6,,,,NPR,-90.00,="",
2.8.7,,,,NPR,-90.00,="",
2.8.8,,,,NPR,-90.00,="",
3.1.1,,,,NPR,-90.00,="",
3.1.2,,,,NPR,-90.00,="",
3.1.3,,,,NPR,-90.00,="",
3.1.4,,,,NPR,-90.00,="",
3.1.5,,,,NPR,-90.00,="",
3.1.6,,,,NPR,-90.00,="",
3.1.7,,,,NPR,-90.00,="",
3.1.8,,,,NPR,-90.00,="",
3.2.1,,,,NPR,-90.00,="",
3.2.2,,,,NPR,-90.00,="",
3.2.3,,,,NPR,-90.00,="",
3.2.4,,,,NPR,-90.00,="",
3.2.5,,,,NPR,-90.00,="",
3.2.6,,,,NPR,-90.00,="",
3.2.7,,,,NPR,-90.00,="",
3.2.8,,,,NPR,-90.00,="",
3.3.1,,,,NPR,-90.00,="",
3.3.2,,,,NPR,-90.00,="",
3.3.3,,,,NPR,-90.00,="",
3.3.4,,,,NPR,-90.00,="",
3.3.5,,,,NPR,-90.00,="",
3.3.6,,,,NPR,-90.00,="",
3.3.7,,,,NPR,-90.00,="",
3.3.8,,,,NPR,-90.00,="",
3.4.1,,,,NPR,-90.00,="",
3.4.2,,,,NPR,-90.00,="",
3.4.3,,,,NPR,-90.00,="",
3.4.4,,,,NPR,-90.00,="",
3.4.5,,,,NPR,-90.00,="",
3.4.6,,,,NPR,-90.00,="",
3.4.7,,,,NPR,-90.00,="",
3.4.8,,,,NPR,-90.00,="",
3.5.1,,,,NPR,-90.00,="",
3.5.2,,,,NPR,-90.00,="",
3.5.3,,,,NPR,-90.00,="",
3.5.4,,,,NPR,-90.00,="",
3.5.5,,,,NPR,-90.00,="",
3.5.6,,,,NPR,-90.00,="",
3.5.7,,,,NPR,-90.00,="",
3.5.8,,,,NPR,-90.00,="",
3.6.1,,,,NPR,-90.00,="",
3.6.2,,,,NPR,-90.00,="",
3.6.3,,,,NPR,-90.00,="",
3.6.4,,,,NPR,-90.00,="",
3.6.5,,,,NPR,-90.00,="",
3.6.6,,,,NPR,-90.00,="",
3.6.7,,,,NPR,-90.00,="",
3.6.8,,,,NPR,-90.00,="",
3.7.1,,,,NPR,-90.00,="",
3.7.2,,,,NPR,-90.00,="",
3.7.3,,,,NPR,-90.00,="",
3.7.4,,,,NPR,-90.00,="",
3.7.5,,,,NPR,-90.00,="",
3.7.6,,,,NPR,-90.00,="",
3.7.7,,,,NPR,-90.00,="",
3.7.8,,,,NPR,-90.00,="",
3.8.1,,,,NPR,-90.00,="",
3.8.2,,,,NPR,-90.00,="",
3.8.3,,,,NPR,-90.00,="",
3.8.4,,,,NPR,-90.00,="",
3.8.5,,,,NPR,-90.00,="",
3.8.6,,,,NPR,-90.00,="",
3.8.7,,,,NPR,-90.00,="",
3.8.8,,,,NPR,-90.00,="",
4.1.1,,,,NPR,-90.00,="",
4.1.2,,,,NPR,-90.00,="",
4.1.3,,,,NPR,-90.00,="",
4.1.4,,,,NPR,-90.00,="",
4.1.5,,,,NPR,-90.00,="",
4.1.6,,,,NPR,-90.00,="",
4.1.7,,,,NPR,-90.00,="",
4.1.8,,,,NPR,-90.00,="",
4.2.1,,,,NPR,-90.00,="",
4.2.2,,,,NPR,-90.00,="",
4.2.3,,,,NPR,-90.00,="",
4.2.4,,,,NPR,-90.00,="",
4.2.5,,,,NPR,-90.00,="",
4.2.6,,,,NPR,-90.00,="",
4.2.7,,,,NPR,-90.00,="",
4.2.8,,,,NPR,-90.00,="",
4.3.1,,,,NPR,-90.00,="",
4.3.2,,,,NPR,-90.00,="",
4.3.3,,,,NPR,-90.00,="",
4.3.4,,,,NPR,-90.00,="",
4.3.5,,,,NPR,-90.00,="",
4.3.6,,,,NPR,-90.00,="",
4.3.7,,,,NPR,-90.00,="",
4.3.8,,,,NPR,-90.00,="",
4.4.1,,,,NPR,-90.00,="",
4.4.2,,,,NPR,-90.00,="",
4.4.3,,,,NPR,-90.00,="",
4.4.4,,,,NPR,-90.00,="",
4.4.5,,,,NPR,-90.00,="",
4.4.6,,,,NPR,-90.00,="",
4.4.7,,,,NPR,-90.00,="",
4.4.8,,,,NPR,-90.00,="",
4.5.1,,,,NPR,-90.00,="",
4.5.2,,,,NPR,-90.00,="",
4.5.3,,,,NPR,-90.00,="",
4.5.4,,,,NPR,-90.00,="",
4.5.5,,,,NPR,-90.00,="",
4.5.6,,,,NPR,-90.00,="",
4.5.7,,,,NPR,-90.00,="",
4.5.8,,,,NPR,-90.00,="",
4.6.1,,,,NPR,-90.00,="",
4.6.2,,,,NPR,-90.00,="",
4.6.3,,,,NPR,-90.00,="",
4.6.4,,,,NPR,-90.00,="",
4.6.5,,,,NPR,-90.00,="",
4.6.6,,,,NPR,-90.00,="",
4.6.7,,,,NPR,-90.00,="",
4.6.8,,,,NPR,-90.00,="",
4.7.1,,,,NPR,-90.00,="",
4.7.2,,,,NPR,-90.00,="",
4.7.3,,,,NPR,-90.00,="",
4.7.4,,,,NPR,-90.00,="",
4.7.5,,,,NPR,-90.00,="",
4.7.6,,,,NPR,-90.00,="",
4.7.7,,,,NPR,-90.00,="",
4.7.8,,,,NPR,-90.00,="",
4.8.1,,,,NPR,-90.00,="",
4.8.2,,,,NPR,-90.00,="",
4.8.3,,,,NPR,-90.00,="",
4.8.4,,,,NPR,-90.00,="",
4.8.5,,,,NPR,-90.00,="",
4.8.6,,,,NPR,-90.00,="",
4.8.7,,,,NPR,-90.00,="",
4.8.8,,,,NPR,-90.00,="",
5.1.1,,,,NPR,-90.00,="",
5.1.2,,,,NPR,-90.00,="",
5.1.3,,,,NPR,-90.00,="",
5.1.4,,,,NPR,-90.00,="",
5.1.5,,,,NPR,-90.00,="",
5.1.6,,,,NPR,-90.00,="",
5.1.7,,,,NPR,-90.00,="",
5.1.8,,,,NPR,-90.00,="",
5.2.1,,,,NPR,-90.00,="",
5.2.2,,,,NPR,-90.00,="",
5.2.3,,,,NPR,-90.00,="",
5.2.4,,,,NPR,-90.00,="",
5.2.5,,,,NPR,-90.00,="",
5.2.6,,,,NPR,-90.00,="",
5.2.7,,,,NPR,-90.00,="",
5.2.8,,,,NPR,-90.00,="",
5.3.1,,,,NPR,-90.00,="",
5.3.2,,,,NPR,-90.00,="",
5.3.3,,,,NPR,-90.00,="",
5.3.4,,,,NPR,-90.00,="",
5.3.5,,,,NPR,-90.00,="",
5.3.6,,,,NPR,-90.00,="",
5.3.7,,,,NPR,-90.00,="",
5.3.8,,,,NPR,-90.00,="",
5.4.1,,,,NPR,-90.00,="",
5.4.2,,,,NPR,-90.00,="",
5.4.3,,,,NPR,-90.00,="",
5.4.4,,DRP-SRCF-CMP007.1_TIMING,,NPR,-2.68,="1.1.6-5.4.4",1.1.6-5.4.4
5.4.5,,,,NPR,-90.00,="",
5.4.6,,,,NPR,-90.00,="",
5.4.7,,,,NPR,-90.00,="",
5.4.8,,DRP-SRCF-CMP007.0_DATA,,NPR,-2.04,="1.1.5-5.4.8",1.1.5-5.4.8
5.5.1,,,,NPR,-90.00,="",
5.5.2,,,,NPR,-90.00,="",
5.5.3,,,,NPR,-90.00,="",
5.5.4,,,,NPR,-90.00,="",
5.5.5,,,,NPR,-90.00,="",
5.5.6,,,,NPR,-90.00,="",
5.5.7,,,,NPR,-90.00,="",
5.5.8,,,,NPR,-90.00,="",
5.6.1,,,,NPR,-90.00,="",
5.6.2,,,,NPR,-90.00,="",
5.6.3,,,,NPR,-90.00,="",
5.6.4,,,,NPR,-90.00,="",
5.6.5,,,,NPR,-90.00,="",
5.6.6,,,,NPR,-90.00,="",
5.6.7,,,,NPR,-90.00,="",
5.6.8,,,,NPR,-90.00,="",
5.7.1,,DRP-SRCF-CMP005.0,,NPR,4.22,="1.2.1-5.7.1",1.2.1-5.7.1
5.7.2,,DRP-SRCF-CMP005.1,,NPR,4.33,="1.2.2-5.7.2",1.2.2-5.7.2
5.7.3,,,,NPR,-90.00,="",
5.7.4,,,,NPR,-90.00,="",
5.7.5,,,,NPR,-90.00,="",
5.7.6,,,,NPR,-90.00,="",
5.7.7,,,,NPR,-90.00,="",
5.7.8,,,,NPR,-90.00,="",
5.8.1,,,,NPR,-90.00,="",
5.8.2,,,,NPR,-90.00,="",
5.8.3,,,,NPR,-90.00,="",
5.8.4,,,,NPR,-90.00,="",
5.8.5,,,,NPR,-90.00,="",
5.8.6,,,,NPR,-90.00,="",
5.8.7,,,,NPR,-90.00,="",
5.8.8,,,,NPR,-90.00,="",
6.1.1,,DRP-SRCF-CMP001.0,,NPR,-2.50,="1.1.1-6.1.1",1.1.1-6.1.1
6.1.2,,DRP-SRCF-CMP002.0,,NPR,-1.62,="1.1.2-6.1.2",1.1.2-6.1.2
6.1.3,,DRP-SRCF-CMP003.0,,NPR,-2.07,="1.1.3-6.1.3",1.1.3-6.1.3
6.1.4,,,,NPR,-90.00,="",
